Year,SDG Series,Type of product,Unit of measure,COMMENT_OBS,Observation-level footnotes,BASE_PER,Base period,Value
2019,"Domestic material consumption per unit of GDP [8.4.2,12.2.2]",Non-metallic minerals - construction dominant (material flows),Kilograms per constant USD,,,2015,2015,0.78135
2000,"Domestic material consumption per unit of GDP [8.4.2,12.2.2]",Non-metallic minerals - industrial or agricultural dominant (material flows),Kilograms per constant USD,,,2015,2015,0.0285
2001,"Domestic material consumption per unit of GDP [8.4.2,12.2.2]",Non-metallic minerals - industrial or agricultural dominant (material flows),Kilograms per constant USD,,,2015,2015,0.03534
2002,"Domestic material consumption per unit of GDP [8.4.2,12.2.2]",Non-metallic minerals - industrial or agricultural dominant (material flows),Kilograms per constant USD,,,2015,2015,0.04384
2003,"Domestic material consumption per unit of GDP [8.4.2,12.2.2]",Non-metallic minerals - industrial or agricultural dominant (material flows),Kilograms per constant USD,,,2015,2015,0.04425
2004,"Domestic material consumption per unit of GDP [8.4.2,12.2.2]",Non-metallic minerals - industrial or agricultural dominant (material flows),Kilograms per constant USD,,,2015,2015,0.04225
2005,"Domestic material consumption per unit of GDP [8.4.2,12.2.2]",Non-metallic minerals - industrial or agricultural dominant (material flows),Kilograms per constant USD,,,2015,2015,0.04724
2006,"Domestic material consumption per unit of GDP [8.4.2,12.2.2]",Non-metallic minerals - industrial or agricultural dominant (material flows),Kilograms per constant USD,,,2015,2015,0.0292
2007,"Domestic material consumption per unit of GDP [8.4.2,12.2.2]",Non-metallic minerals - industrial or agricultural dominant (material flows),Kilograms per constant USD,,,2015,2015,0.01525
2008,"Domestic material consumption per unit of GDP [8.4.2,12.2.2]",Non-metallic minerals - industrial or agricultural dominant (material flows),Kilograms per constant USD,,,2015,2015,0.01944
2009,"Domestic material consumption per unit of GDP [8.4.2,12.2.2]",Non-metallic minerals - industrial or agricultural dominant (material flows),Kilograms per constant USD,,,2015,2015,0.03475
2010,"Domestic material consumption per unit of GDP [8.4.2,12.2.2]",Non-metallic minerals - industrial or agricultural dominant (material flows),Kilograms per constant USD,,,2015,2015,0.03775
2011,"Domestic material consumption per unit of GDP [8.4.2,12.2.2]",Non-metallic minerals - industrial or agricultural dominant (material flows),Kilograms per constant USD,,,2015,2015,0.03308
2012,"Domestic material consumption per unit of GDP [8.4.2,12.2.2]",Non-metallic minerals - industrial or agricultural dominant (material flows),Kilograms per constant USD,,,2015,2015,0.03813
2013,"Domestic material consumption per unit of GDP [8.4.2,12.2.2]",Non-metallic minerals - industrial or agricultural dominant (material flows),Kilograms per constant USD,,,2015,2015,0.03061
2014,"Domestic material consumption per unit of GDP [8.4.2,12.2.2]",Non-metallic minerals - industrial or agricultural dominant (material flows),Kilograms per constant USD,,,2015,2015,0.03163
2015,"Domestic material consumption per unit of GDP [8.4.2,12.2.2]",Non-metallic minerals - industrial or agricultural dominant (material flows),Kilograms per constant USD,,,2015,2015,0.02598
2016,"Domestic material consumption per unit of GDP [8.4.2,12.2.2]",Non-metallic minerals - industrial or agricultural dominant (material flows),Kilograms per constant USD,,,2015,2015,0.02799
2017,"Domestic material consumption per unit of GDP [8.4.2,12.2.2]",Non-metallic minerals - industrial or agricultural dominant (material flows),Kilograms per constant USD,,,2015,2015,0.03025
2018,"Domestic material consumption per unit of GDP [8.4.2,12.2.2]",Non-metallic minerals - industrial or agricultural dominant (material flows),Kilograms per constant USD,,,2015,2015,0.02724
2019,"Domestic material consumption per unit of GDP [8.4.2,12.2.2]",Non-metallic minerals - industrial or agricultural dominant (material flows),Kilograms per constant USD,,,2015,2015,0.02641
2000,"Domestic material consumption per unit of GDP [8.4.2,12.2.2]",Biomass (material flows),Kilograms per constant USD,,,2015,2015,11.32886
2001,"Domestic material consumption per unit of GDP [8.4.2,12.2.2]",Biomass (material flows),Kilograms per constant USD,,,2015,2015,11.2126
2002,"Domestic material consumption per unit of GDP [8.4.2,12.2.2]",Biomass (material flows),Kilograms per constant USD,,,2015,2015,11.68468
2003,"Domestic material consumption per unit of GDP [8.4.2,12.2.2]",Biomass (material flows),Kilograms per constant USD,,,2015,2015,12.0941
2004,"Domestic material consumption per unit of GDP [8.4.2,12.2.2]",Biomass (material flows),Kilograms per constant USD,,,2015,2015,10.84594
2005,"Domestic material consumption per unit of GDP [8.4.2,12.2.2]",Biomass (material flows),Kilograms per constant USD,,,2015,2015,10.45745
2006,"Domestic material consumption per unit of GDP [8.4.2,12.2.2]",Biomass (material flows),Kilograms per constant USD,,,2015,2015,9.80697
2007,"Domestic material consumption per unit of GDP [8.4.2,12.2.2]",Biomass (material flows),Kilograms per constant USD,,,2015,2015,9.19357
2008,"Domestic material consumption per unit of GDP [8.4.2,12.2.2]",Biomass (material flows),Kilograms per constant USD,,,2015,2015,8.64763
2009,"Domestic material consumption per unit of GDP [8.4.2,12.2.2]",Biomass (material flows),Kilograms per constant USD,,,2015,2015,8.37748
2010,"Domestic material consumption per unit of GDP [8.4.2,12.2.2]",Biomass (material flows),Kilograms per constant USD,,,2015,2015,7.92641
2011,"Domestic material consumption per unit of GDP [8.4.2,12.2.2]",Biomass (material flows),Kilograms per constant USD,,,2015,2015,7.06782
2012,"Domestic material consumption per unit of GDP [8.4.2,12.2.2]",Biomass (material flows),Kilograms per constant USD,,,2015,2015,6.73324
2013,"Domestic material consumption per unit of GDP [8.4.2,12.2.2]",Biomass (material flows),Kilograms per constant USD,,,2015,2015,6.35358
2014,"Domestic material consumption per unit of GDP [8.4.2,12.2.2]",Biomass (material flows),Kilograms per constant USD,,,2015,2015,6.03679
2015,"Domestic material consumption per unit of GDP [8.4.2,12.2.2]",Biomass (material flows),Kilograms per constant USD,,,2015,2015,5.65723
2016,"Domestic material consumption per unit of GDP [8.4.2,12.2.2]",Biomass (material flows),Kilograms per constant USD,,,2015,2015,5.36148
2017,"Domestic material consumption per unit of GDP [8.4.2,12.2.2]",Biomass (material flows),Kilograms per constant USD,,,2015,2015,4.9752
2018,"Domestic material consumption per unit of GDP [8.4.2,12.2.2]",Biomass (material flows),Kilograms per constant USD,,,2015,2015,4.68641
2019,"Domestic material consumption per unit of GDP [8.4.2,12.2.2]",Biomass (material flows),Kilograms per constant USD,,,2015,2015,4.46055
2000,"Domestic material consumption per unit of GDP [8.4.2,12.2.2]",Crops (material flows),Kilograms per constant USD,,,2015,2015,1.14265
2001,"Domestic material consumption per unit of GDP [8.4.2,12.2.2]",Crops (material flows),Kilograms per constant USD,,,2015,2015,1.16069
2002,"Domestic material consumption per unit of GDP [8.4.2,12.2.2]",Crops (material flows),Kilograms per constant USD,,,2015,2015,1.08327
2003,"Domestic material consumption per unit of GDP [8.4.2,12.2.2]",Crops (material flows),Kilograms per constant USD,,,2015,2015,1.24202
2004,"Domestic material consumption per unit of GDP [8.4.2,12.2.2]",Crops (material flows),Kilograms per constant USD,,,2015,2015,1.09466
2005,"Domestic material consumption per unit of GDP [8.4.2,12.2.2]",Crops (material flows),Kilograms per constant USD,,,2015,2015,1.14191
2006,"Domestic material consumption per unit of GDP [8.4.2,12.2.2]",Crops (material flows),Kilograms per constant USD,,,2015,2015,1.03382
2007,"Domestic material consumption per unit of GDP [8.4.2,12.2.2]",Crops (material flows),Kilograms per constant USD,,,2015,2015,0.90755
2008,"Domestic material consumption per unit of GDP [8.4.2,12.2.2]",Crops (material flows),Kilograms per constant USD,,,2015,2015,0.8798
2009,"Domestic material consumption per unit of GDP [8.4.2,12.2.2]",Crops (material flows),Kilograms per constant USD,,,2015,2015,0.91814
2010,"Domestic material consumption per unit of GDP [8.4.2,12.2.2]",Crops (material flows),Kilograms per constant USD,,,2015,2015,0.89895
2011,"Domestic material consumption per unit of GDP [8.4.2,12.2.2]",Crops (material flows),Kilograms per constant USD,,,2015,2015,0.82689
2012,"Domestic material consumption per unit of GDP [8.4.2,12.2.2]",Crops (material flows),Kilograms per constant USD,,,2015,2015,0.81129
2013,"Domestic material consumption per unit of GDP [8.4.2,12.2.2]",Crops (material flows),Kilograms per constant USD,,,2015,2015,0.78482
2014,"Domestic material consumption per unit of GDP [8.4.2,12.2.2]",Crops (material flows),Kilograms per constant USD,,,2015,2015,0.75594
2015,"Domestic material consumption per unit of GDP [8.4.2,12.2.2]",Crops (material flows),Kilograms per constant USD,,,2015,2015,0.72669
2016,"Domestic material consumption per unit of GDP [8.4.2,12.2.2]",Crops (material flows),Kilograms per constant USD,,,2015,2015,0.69369
2017,"Domestic material consumption per unit of GDP [8.4.2,12.2.2]",Crops (material flows),Kilograms per constant USD,,,2015,2015,0.625
2018,"Domestic material consumption per unit of GDP [8.4.2,12.2.2]",Crops (material flows),Kilograms per constant USD,,,2015,2015,0.58727
2019,"Domestic material consumption per unit of GDP [8.4.2,12.2.2]",Crops (material flows),Kilograms per constant USD,,,2015,2015,0.56637
2000,"Domestic material consumption per unit of GDP [8.4.2,12.2.2]",Crop residues (material flows),Kilograms per constant USD,,,2015,2015,1.61027
2001,"Domestic material consumption per unit of GDP [8.4.2,12.2.2]",Crop residues (material flows),Kilograms per constant USD,,,2015,2015,1.74336
2002,"Domestic material consumption per unit of GDP [8.4.2,12.2.2]",Crop residues (material flows),Kilograms per constant USD,,,2015,2015,1.62723
2003,"Domestic material consumption per unit of GDP [8.4.2,12.2.2]",Crop residues (material flows),Kilograms per constant USD,,,2015,2015,1.76194
2004,"Domestic material consumption per unit of GDP [8.4.2,12.2.2]",Crop residues (material flows),Kilograms per constant USD,,,2015,2015,1.63478
2005,"Domestic material consumption per unit of GDP [8.4.2,12.2.2]",Crop residues (material flows),Kilograms per constant USD,,,2015,2015,1.77669
2006,"Domestic material consumption per unit of GDP [8.4.2,12.2.2]",Crop residues (material flows),Kilograms per constant USD,,,2015,2015,1.63439
2007,"Domestic material consumption per unit of GDP [8.4.2,12.2.2]",Crop residues (material flows),Kilograms per constant USD,,,2015,2015,1.40889
2008,"Domestic material consumption per unit of GDP [8.4.2,12.2.2]",Crop residues (material flows),Kilograms per constant USD,,,2015,2015,1.36966
2009,"Domestic material consumption per unit of GDP [8.4.2,12.2.2]",Crop residues (material flows),Kilograms per constant USD,,,2015,2015,1.42468
2010,"Domestic material consumption per unit of GDP [8.4.2,12.2.2]",Crop residues (material flows),Kilograms per constant USD,,,2015,2015,1.45649
2011,"Domestic material consumption per unit of GDP [8.4.2,12.2.2]",Crop residues (material flows),Kilograms per constant USD,,,2015,2015,1.36965
2012,"Domestic material consumption per unit of GDP [8.4.2,12.2.2]",Crop residues (material flows),Kilograms per constant USD,,,2015,2015,1.31877
2013,"Domestic material consumption per unit of GDP [8.4.2,12.2.2]",Crop residues (material flows),Kilograms per constant USD,,,2015,2015,1.29121
2014,"Domestic material consumption per unit of GDP [8.4.2,12.2.2]",Crop residues (material flows),Kilograms per constant USD,,,2015,2015,1.28683
2015,"Domestic material consumption per unit of GDP [8.4.2,12.2.2]",Crop residues (material flows),Kilograms per constant USD,,,2015,2015,1.24295
2016,"Domestic material consumption per unit of GDP [8.4.2,12.2.2]",Crop residues (material flows),Kilograms per constant USD,,,2015,2015,1.15094
2017,"Domestic material consumption per unit of GDP [8.4.2,12.2.2]",Crop residues (material flows),Kilograms per constant USD,,,2015,2015,1.06842
2018,"Domestic material consumption per unit of GDP [8.4.2,12.2.2]",Crop residues (material flows),Kilograms per constant USD,,,2015,2015,0.97259
2019,"Domestic material consumption per unit of GDP [8.4.2,12.2.2]",Crop residues (material flows),Kilograms per constant USD,,,2015,2015,0.94047
2000,"Domestic material consumption per unit of GDP [8.4.2,12.2.2]",Grazed biomass and fodder crops (material flows),Kilograms per constant USD,,,2015,2015,4.95797
2001,"Domestic material consumption per unit of GDP [8.4.2,12.2.2]",Grazed biomass and fodder crops (material flows),Kilograms per constant USD,,,2015,2015,4.91786
2002,"Domestic material consumption per unit of GDP [8.4.2,12.2.2]",Grazed biomass and fodder crops (material flows),Kilograms per constant USD,,,2015,2015,5.58481
2003,"Domestic material consumption per unit of GDP [8.4.2,12.2.2]",Grazed biomass and fodder crops (material flows),Kilograms per constant USD,,,2015,2015,5.55516
2004,"Domestic material consumption per unit of GDP [8.4.2,12.2.2]",Grazed biomass and fodder crops (material flows),Kilograms per constant USD,,,2015,2015,4.95612
2005,"Domestic material consumption per unit of GDP [8.4.2,12.2.2]",Grazed biomass and fodder crops (material flows),Kilograms per constant USD,,,2015,2015,4.66956
2006,"Domestic material consumption per unit of GDP [8.4.2,12.2.2]",Grazed biomass and fodder crops (material flows),Kilograms per constant USD,,,2015,2015,4.51675
2007,"Domestic material consumption per unit of GDP [8.4.2,12.2.2]",Grazed biomass and fodder crops (material flows),Kilograms per constant USD,,,2015,2015,4.49092
2008,"Domestic material consumption per unit of GDP [8.4.2,12.2.2]",Grazed biomass and fodder crops (material flows),Kilograms per constant USD,,,2015,2015,4.21442
2009,"Domestic material consumption per unit of GDP [8.4.2,12.2.2]",Grazed biomass and fodder crops (material flows),Kilograms per constant USD,,,2015,2015,4.00079
2010,"Domestic material consumption per unit of GDP [8.4.2,12.2.2]",Grazed biomass and fodder crops (material flows),Kilograms per constant USD,,,2015,2015,3.73859
2011,"Domestic material consumption per unit of GDP [8.4.2,12.2.2]",Grazed biomass and fodder crops (material flows),Kilograms per constant USD,,,2015,2015,3.23138
2012,"Domestic material consumption per unit of GDP [8.4.2,12.2.2]",Grazed biomass and fodder crops (material flows),Kilograms per constant USD,,,2015,2015,3.07457
2013,"Domestic material consumption per unit of GDP [8.4.2,12.2.2]",Grazed biomass and fodder crops (material flows),Kilograms per constant USD,,,2015,2015,2.87602
2014,"Domestic material consumption per unit of GDP [8.4.2,12.2.2]",Grazed biomass and fodder crops (material flows),Kilograms per constant USD,,,2015,2015,2.70597
2015,"Domestic material consumption per unit of GDP [8.4.2,12.2.2]",Grazed biomass and fodder crops (material flows),Kilograms per constant USD,,,2015,2015,2.50619
2016,"Domestic material consumption per unit of GDP [8.4.2,12.2.2]",Grazed biomass and fodder crops (material flows),Kilograms per constant USD,,,2015,2015,2.40644
2017,"Domestic material consumption per unit of GDP [8.4.2,12.2.2]",Grazed biomass and fodder crops (material flows),Kilograms per constant USD,,,2015,2015,2.25693
2018,"Domestic material consumption per unit of GDP [8.4.2,12.2.2]",Grazed biomass and fodder crops (material flows),Kilograms per constant USD,,,2015,2015,2.1571
2019,"Domestic material consumption per unit of GDP [8.4.2,12.2.2]",Grazed biomass and fodder crops (material flows),Kilograms per constant USD,,,2015,2015,2.04761
2000,"Domestic material consumption per unit of GDP [8.4.2,12.2.2]",Wood (material flows),Kilograms per constant USD,,,2015,2015,3.61701
2001,"Domestic material consumption per unit of GDP [8.4.2,12.2.2]",Wood (material flows),Kilograms per constant USD,,,2015,2015,3.38983
2002,"Domestic material consumption per unit of GDP [8.4.2,12.2.2]",Wood (material flows),Kilograms per constant USD,,,2015,2015,3.38869
2003,"Domestic material consumption per unit of GDP [8.4.2,12.2.2]",Wood (material flows),Kilograms per constant USD,,,2015,2015,3.53446
2004,"Domestic material consumption per unit of GDP [8.4.2,12.2.2]",Wood (material flows),Kilograms per constant USD,,,2015,2015,3.15988
2005,"Domestic material consumption per unit of GDP [8.4.2,12.2.2]",Wood (material flows),Kilograms per constant USD,,,2015,2015,2.86888
2006,"Domestic material consumption per unit of GDP [8.4.2,12.2.2]",Wood (material flows),Kilograms per constant USD,,,2015,2015,2.62161
2007,"Domestic material consumption per unit of GDP [8.4.2,12.2.2]",Wood (material flows),Kilograms per constant USD,,,2015,2015,2.38572
2008,"Domestic material consumption per unit of GDP [8.4.2,12.2.2]",Wood (material flows),Kilograms per constant USD,,,2015,2015,2.18321
2009,"Domestic material consumption per unit of GDP [8.4.2,12.2.2]",Wood (material flows),Kilograms per constant USD,,,2015,2015,2.03335
2010,"Domestic material consumption per unit of GDP [8.4.2,12.2.2]",Wood (material flows),Kilograms per constant USD,,,2015,2015,1.8319
2011,"Domestic material consumption per unit of GDP [8.4.2,12.2.2]",Wood (material flows),Kilograms per constant USD,,,2015,2015,1.63935
2012,"Domestic material consumption per unit of GDP [8.4.2,12.2.2]",Wood (material flows),Kilograms per constant USD,,,2015,2015,1.52799
2013,"Domestic material consumption per unit of GDP [8.4.2,12.2.2]",Wood (material flows),Kilograms per constant USD,,,2015,2015,1.40078
2014,"Domestic material consumption per unit of GDP [8.4.2,12.2.2]",Wood (material flows),Kilograms per constant USD,,,2015,2015,1.28715
2015,"Domestic material consumption per unit of GDP [8.4.2,12.2.2]",Wood (material flows),Kilograms per constant USD,,,2015,2015,1.18068
2016,"Domestic material consumption per unit of GDP [8.4.2,12.2.2]",Wood (material flows),Kilograms per constant USD,,,2015,2015,1.10968
2017,"Domestic material consumption per unit of GDP [8.4.2,12.2.2]",Wood (material flows),Kilograms per constant USD,,,2015,2015,1.0241
2018,"Domestic material consumption per unit of GDP [8.4.2,12.2.2]",Wood (material flows),Kilograms per constant USD,,,2015,2015,0.96872
2019,"Domestic material consumption per unit of GDP [8.4.2,12.2.2]",Wood (material flows),Kilograms per constant USD,,,2015,2015,0.90539
2000,"Domestic material consumption per unit of GDP [8.4.2,12.2.2]",Wild catch and harvest (material flows),Kilograms per constant USD,,,2015,2015,0.00095
2001,"Domestic material consumption per unit of GDP [8.4.2,12.2.2]",Wild catch and harvest (material flows),Kilograms per constant USD,,,2015,2015,0.00086
2002,"Domestic material consumption per unit of GDP [8.4.2,12.2.2]",Wild catch and harvest (material flows),Kilograms per constant USD,,,2015,2015,0.00068
2003,"Domestic material consumption per unit of GDP [8.4.2,12.2.2]",Wild catch and harvest (material flows),Kilograms per constant USD,,,2015,2015,0.00053
2004,"Domestic material consumption per unit of GDP [8.4.2,12.2.2]",Wild catch and harvest (material flows),Kilograms per constant USD,,,2015,2015,0.0005
2005,"Domestic material consumption per unit of GDP [8.4.2,12.2.2]",Wild catch and harvest (material flows),Kilograms per constant USD,,,2015,2015,0.00042
2006,"Domestic material consumption per unit of GDP [8.4.2,12.2.2]",Wild catch and harvest (material flows),Kilograms per constant USD,,,2015,2015,0.0004
2007,"Domestic material consumption per unit of GDP [8.4.2,12.2.2]",Wild catch and harvest (material flows),Kilograms per constant USD,,,2015,2015,0.00048
2008,"Domestic material consumption per unit of GDP [8.4.2,12.2.2]",Wild catch and harvest (material flows),Kilograms per constant USD,,,2015,2015,0.00055
2009,"Domestic material consumption per unit of GDP [8.4.2,12.2.2]",Wild catch and harvest (material flows),Kilograms per constant USD,,,2015,2015,0.00051
2010,"Domestic material consumption per unit of GDP [8.4.2,12.2.2]",Wild catch and harvest (material flows),Kilograms per constant USD,,,2015,2015,0.00048
2011,"Domestic material consumption per unit of GDP [8.4.2,12.2.2]",Wild catch and harvest (material flows),Kilograms per constant USD,,,2015,2015,0.00056
2012,"Domestic material consumption per unit of GDP [8.4.2,12.2.2]",Wild catch and harvest (material flows),Kilograms per constant USD,,,2015,2015,0.00062
2013,"Domestic material consumption per unit of GDP [8.4.2,12.2.2]",Wild catch and harvest (material flows),Kilograms per constant USD,,,2015,2015,0.00075
2014,"Domestic material consumption per unit of GDP [8.4.2,12.2.2]",Wild catch and harvest (material flows),Kilograms per constant USD,,,2015,2015,0.00089
2015,"Domestic material consumption per unit of GDP [8.4.2,12.2.2]",Wild catch and harvest (material flows),Kilograms per constant USD,,,2015,2015,0.00073
2016,"Domestic material consumption per unit of GDP [8.4.2,12.2.2]",Wild catch and harvest (material flows),Kilograms per constant USD,,,2015,2015,0.00074
2017,"Domestic material consumption per unit of GDP [8.4.2,12.2.2]",Wild catch and harvest (material flows),Kilograms per constant USD,,,2015,2015,0.00076
2018,"Domestic material consumption per unit of GDP [8.4.2,12.2.2]",Wild catch and harvest (material flows),Kilograms per constant USD,,,2015,2015,0.00072
2019,"Domestic material consumption per unit of GDP [8.4.2,12.2.2]",Wild catch and harvest (material flows),Kilograms per constant USD,,,2015,2015,0.00071
2000,"Domestic material consumption per unit of GDP [8.4.2,12.2.2]",Metal ores (material flows),Kilograms per constant USD,,,2015,2015,0.05356
2001,"Domestic material consumption per unit of GDP [8.4.2,12.2.2]",Metal ores (material flows),Kilograms per constant USD,,,2015,2015,0.06653
2002,"Domestic material consumption per unit of GDP [8.4.2,12.2.2]",Metal ores (material flows),Kilograms per constant USD,,,2015,2015,0.08364
2003,"Domestic material consumption per unit of GDP [8.4.2,12.2.2]",Metal ores (material flows),Kilograms per constant USD,,,2015,2015,0.07538
2004,"Domestic material consumption per unit of GDP [8.4.2,12.2.2]",Metal ores (material flows),Kilograms per constant USD,,,2015,2015,0.05684
2005,"Domestic material consumption per unit of GDP [8.4.2,12.2.2]",Metal ores (material flows),Kilograms per constant USD,,,2015,2015,0.08805
2006,"Domestic material consumption per unit of GDP [8.4.2,12.2.2]",Metal ores (material flows),Kilograms per constant USD,,,2015,2015,0.05813
2007,"Domestic material consumption per unit of GDP [8.4.2,12.2.2]",Metal ores (material flows),Kilograms per constant USD,,,2015,2015,0.05807
2008,"Domestic material consumption per unit of GDP [8.4.2,12.2.2]",Metal ores (material flows),Kilograms per constant USD,,,2015,2015,0.05358
2009,"Domestic material consumption per unit of GDP [8.4.2,12.2.2]",Metal ores (material flows),Kilograms per constant USD,,,2015,2015,0.05636
2010,"Domestic material consumption per unit of GDP [8.4.2,12.2.2]",Metal ores (material flows),Kilograms per constant USD,,,2015,2015,0.06168
2011,"Domestic material consumption per unit of GDP [8.4.2,12.2.2]",Metal ores (material flows),Kilograms per constant USD,,,2015,2015,0.08491
2012,"Domestic material consumption per unit of GDP [8.4.2,12.2.2]",Metal ores (material flows),Kilograms per constant USD,,,2015,2015,0.08608
2013,"Domestic material consumption per unit of GDP [8.4.2,12.2.2]",Metal ores (material flows),Kilograms per constant USD,,,2015,2015,0.07212
2014,"Domestic material consumption per unit of GDP [8.4.2,12.2.2]",Metal ores (material flows),Kilograms per constant USD,,,2015,2015,0.06755
2015,"Domestic material consumption per unit of GDP [8.4.2,12.2.2]",Metal ores (material flows),Kilograms per constant USD,,,2015,2015,0.06402
2016,"Domestic material consumption per unit of GDP [8.4.2,12.2.2]",Metal ores (material flows),Kilograms per constant USD,,,2015,2015,0.06375
2017,"Domestic material consumption per unit of GDP [8.4.2,12.2.2]",Metal ores (material flows),Kilograms per constant USD,,,2015,2015,0.04204
2018,"Domestic material consumption per unit of GDP [8.4.2,12.2.2]",Metal ores (material flows),Kilograms per constant USD,,,2015,2015,0.03331
2019,"Domestic material consumption per unit of GDP [8.4.2,12.2.2]",Metal ores (material flows),Kilograms per constant USD,,,2015,2015,0.03271
2000,"Domestic material consumption per unit of GDP [8.4.2,12.2.2]",Ferrous ores (material flows),Kilograms per constant USD,,,2015,2015,0.00982
2001,"Domestic material consumption per unit of GDP [8.4.2,12.2.2]",Ferrous ores (material flows),Kilograms per constant USD,,,2015,2015,0.01419
2002,"Domestic material consumption per unit of GDP [8.4.2,12.2.2]",Ferrous ores (material flows),Kilograms per constant USD,,,2015,2015,0.01495
2003,"Domestic material consumption per unit of GDP [8.4.2,12.2.2]",Ferrous ores (material flows),Kilograms per constant USD,,,2015,2015,0.02233
2004,"Domestic material consumption per unit of GDP [8.4.2,12.2.2]",Ferrous ores (material flows),Kilograms per constant USD,,,2015,2015,0.01581
2005,"Domestic material consumption per unit of GDP [8.4.2,12.2.2]",Ferrous ores (material flows),Kilograms per constant USD,,,2015,2015,0.04429
2006,"Domestic material consumption per unit of GDP [8.4.2,12.2.2]",Ferrous ores (material flows),Kilograms per constant USD,,,2015,2015,0.01949
2007,"Domestic material consumption per unit of GDP [8.4.2,12.2.2]",Ferrous ores (material flows),Kilograms per constant USD,,,2015,2015,0.02284
2008,"Domestic material consumption per unit of GDP [8.4.2,12.2.2]",Ferrous ores (material flows),Kilograms per constant USD,,,2015,2015,0.01957
2009,"Domestic material consumption per unit of GDP [8.4.2,12.2.2]",Ferrous ores (material flows),Kilograms per constant USD,,,2015,2015,0.02322
2010,"Domestic material consumption per unit of GDP [8.4.2,12.2.2]",Ferrous ores (material flows),Kilograms per constant USD,,,2015,2015,0.01581
2011,"Domestic material consumption per unit of GDP [8.4.2,12.2.2]",Ferrous ores (material flows),Kilograms per constant USD,,,2015,2015,0.01915
2012,"Domestic material consumption per unit of GDP [8.4.2,12.2.2]",Ferrous ores (material flows),Kilograms per constant USD,,,2015,2015,0.02218
2013,"Domestic material consumption per unit of GDP [8.4.2,12.2.2]",Ferrous ores (material flows),Kilograms per constant USD,,,2015,2015,0.02029
2014,"Domestic material consumption per unit of GDP [8.4.2,12.2.2]",Ferrous ores (material flows),Kilograms per constant USD,,,2015,2015,0.02316
2015,"Domestic material consumption per unit of GDP [8.4.2,12.2.2]",Ferrous ores (material flows),Kilograms per constant USD,,,2015,2015,0.0277
2016,"Domestic material consumption per unit of GDP [8.4.2,12.2.2]",Ferrous ores (material flows),Kilograms per constant USD,,,2015,2015,0.03005
2017,"Domestic material consumption per unit of GDP [8.4.2,12.2.2]",Ferrous ores (material flows),Kilograms per constant USD,,,2015,2015,0.02047
2018,"Domestic material consumption per unit of GDP [8.4.2,12.2.2]",Ferrous ores (material flows),Kilograms per constant USD,,,2015,2015,0.01667
2019,"Domestic material consumption per unit of GDP [8.4.2,12.2.2]",Ferrous ores (material flows),Kilograms per constant USD,,,2015,2015,0.01621
2000,"Domestic material consumption per unit of GDP [8.4.2,12.2.2]",Non-ferrous ores (material flows),Kilograms per constant USD,,,2015,2015,0.04375
2001,"Domestic material consumption per unit of GDP [8.4.2,12.2.2]",Non-ferrous ores (material flows),Kilograms per constant USD,,,2015,2015,0.05234
2002,"Domestic material consumption per unit of GDP [8.4.2,12.2.2]",Non-ferrous ores (material flows),Kilograms per constant USD,,,2015,2015,0.06868
2003,"Domestic material consumption per unit of GDP [8.4.2,12.2.2]",Non-ferrous ores (material flows),Kilograms per constant USD,,,2015,2015,0.05305
2004,"Domestic material consumption per unit of GDP [8.4.2,12.2.2]",Non-ferrous ores (material flows),Kilograms per constant USD,,,2015,2015,0.04103
2005,"Domestic material consumption per unit of GDP [8.4.2,12.2.2]",Non-ferrous ores (material flows),Kilograms per constant USD,,,2015,2015,0.04376
2006,"Domestic material consumption per unit of GDP [8.4.2,12.2.2]",Non-ferrous ores (material flows),Kilograms per constant USD,,,2015,2015,0.03865
2007,"Domestic material consumption per unit of GDP [8.4.2,12.2.2]",Non-ferrous ores (material flows),Kilograms per constant USD,,,2015,2015,0.03522
2008,"Domestic material consumption per unit of GDP [8.4.2,12.2.2]",Non-ferrous ores (material flows),Kilograms per constant USD,,,2015,2015,0.03401
2009,"Domestic material consumption per unit of GDP [8.4.2,12.2.2]",Non-ferrous ores (material flows),Kilograms per constant USD,,,2015,2015,0.03314
2010,"Domestic material consumption per unit of GDP [8.4.2,12.2.2]",Non-ferrous ores (material flows),Kilograms per constant USD,,,2015,2015,0.04587
2011,"Domestic material consumption per unit of GDP [8.4.2,12.2.2]",Non-ferrous ores (material flows),Kilograms per constant USD,,,2015,2015,0.06576
2012,"Domestic material consumption per unit of GDP [8.4.2,12.2.2]",Non-ferrous ores (material flows),Kilograms per constant USD,,,2015,2015,0.0639
2013,"Domestic material consumption per unit of GDP [8.4.2,12.2.2]",Non-ferrous ores (material flows),Kilograms per constant USD,,,2015,2015,0.05183
2014,"Domestic material consumption per unit of GDP [8.4.2,12.2.2]",Non-ferrous ores (material flows),Kilograms per constant USD,,,2015,2015,0.0444
2015,"Domestic material consumption per unit of GDP [8.4.2,12.2.2]",Non-ferrous ores (material flows),Kilograms per constant USD,,,2015,2015,0.03632
2016,"Domestic material consumption per unit of GDP [8.4.2,12.2.2]",Non-ferrous ores (material flows),Kilograms per constant USD,,,2015,2015,0.03369
2017,"Domestic material consumption per unit of GDP [8.4.2,12.2.2]",Non-ferrous ores (material flows),Kilograms per constant USD,,,2015,2015,0.02157
